CreatedDate,Agency,ComplaintType
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,UNSANITARY CONDITION
17-Dec,DSNY,Missed Collection (All Materials)
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
14-Sep,NYPD,Illegal Parking
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PLUMBING
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,ELECTRIC
15-Apr,HPD,APPLIANCE
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,GENERAL
15-Apr,HPD,ELECTRIC
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,PLUMBING
15-Apr,DOT,Street Condition
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,DOT,Street Condition
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOHMH,Rodent
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,GENERAL
15-Apr,DOB,General Construction/Plumbing
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,DEP,Noise
15-Apr,HPD,PLUMBING
15-Apr,HPD,WATER LEAK
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,ELECTRIC
15-Apr,HPD,ELECTRIC
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,OUTSIDE BUILDING
15-Apr,DOT,Street Condition
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOHMH,Rodent
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
15-Apr,DOHMH,Rodent
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,PLUMBING
15-Apr,DOHMH,Rodent
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOHMH,Rodent
15-Apr,HPD,ELECTRIC
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,APPLIANCE
15-Apr,HPD,PLUMBING
15-Apr,DOB,General Construction/Plumbing
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOB,General Construction/Plumbing
15-Apr,DOHMH,Rodent
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOB,Electrical
15-Apr,DOHMH,Rodent
15-Apr,HPD,DOOR/WINDOW
15-Apr,DOT,Street Condition
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,GENERAL
15-Apr,HPD,PLUMBING
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOHMH,Rodent
15-Apr,HPD,WATER LEAK
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOHMH,Rodent
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,ELECTRIC
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,PAINT/PLASTER
15-May,DOT,Street Condition
15-May,HPD,HEAT/HOT WATER
15-May,DOHMH,Rodent
15-May,HPD,HEAT/HOT WATER
15-May,DOT,Street Condition
15-May,DOHMH,Rodent
15-May,HPD,HEAT/HOT WATER
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,HPD,PLUMBING
15-May,HPD,FLOORING/STAIRS
15-May,DOT,Street Condition
15-May,HPD,WATER LEAK
15-May,DOT,Street Condition
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PLUMBING
15-May,DOB,General Construction/Plumbing
15-May,DOB,Special Projects Inspection Team (SPIT)
15-May,HPD,UNSANITARY CONDITION
15-May,DOB,Elevator
15-May,DOB,Plumbing
15-May,HPD,SAFETY
15-May,HPD,FLOORING/STAIRS
15-May,HPD,PAINT/PLASTER
15-May,HPD,DOOR/WINDOW
15-May,DOHMH,Rodent
15-May,HPD,DOOR/WINDOW
15-May,HPD,HEAT/HOT WATER
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,DOB,General Construction/Plumbing
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,FLOORING/STAIRS
15-May,HPD,HEAT/HOT WATER
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PAINT/PLASTER
15-May,HPD,OUTSIDE BUILDING
15-May,HPD,PLUMBING
15-May,HPD,APPLIANCE
15-May,HPD,FLOORING/STAIRS
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PAINT/PLASTER
15-May,HPD,SAFETY
15-May,HPD,SAFETY
15-May,HPD,PAINT/PLASTER
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,HPD,SAFETY
15-May,DOB,Special Projects Inspection Team (SPIT)
15-May,HPD,FLOORING/STAIRS
15-May,DOT,Street Condition
15-May,HPD,WATER LEAK
15-May,HPD,FLOORING/STAIRS
15-May,DOB,Special Projects Inspection Team (SPIT)
15-May,HPD,FLOORING/STAIRS
15-May,HPD,WATER LEAK
15-May,HPD,FLOORING/STAIRS
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PAINT/PLASTER
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,DOHMH,Rodent
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
15-Sep,DPR,Maintenance or Facility
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,DOB,General Construction/Plumbing
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
15-May,DOHMH,Rodent
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
15-May,HPD,ELECTRIC
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PAINT/PLASTER
15-May,HPD,SAFETY
15-May,HPD,WATER LEAK
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,SAFETY
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PLUMBING
15-May,DOB,Plumbing
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,HPD,WATER LEAK
15-May,HPD,GENERAL
15-May,HPD,PAINT/PLASTER
15-May,HPD,DOOR/WINDOW
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,DOOR/WINDOW
15-May,HPD,PAINT/PLASTER
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PLUMBING
15-May,HPD,ELECTRIC
15-May,HPD,HEAT/HOT WATER
15-May,DOB,General Construction/Plumbing
15-May,HPD,APPLIANCE
15-May,DOHMH,Rodent
15-May,DOB,Electrical
15-May,DOB,Building/Use
15-May,HPD,ELECTRIC
15-May,DOT,Street Condition
15-May,DOHMH,Rodent
15-May,DOT,Street Condition
15-May,HPD,HEAT/HOT WATER
15-May,HPD,HEAT/HOT WATER
15-May,HPD,FLOORING/STAIRS
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,HEAT/HOT WATER
15-May,DOB,General Construction/Plumbing
14-Sep,DOHMH,Food Poisoning
15-May,DOHMH,Rodent
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
17-Dec,DOF,DOF Parking - Tax Exemption
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,WATER LEAK
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,DOOR/WINDOW
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,APPLIANCE
15-Jun,HPD,PLUMBING
15-Jun,HPD,APPLIANCE
15-Jun,HPD,WATER LEAK
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PLUMBING
15-Jun,HPD,PAINT/PLASTER
15-Jun,DOB,General Construction/Plumbing
15-Jun,DOHMH,Rodent
15-May,DOB,General Construction/Plumbing
15-May,HPD,DOOR/WINDOW
15-May,DOB,Plumbing
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
14-Sep,DOT,Sidewalk Condition
15-May,DOHMH,Rodent
15-May,HPD,SAFETY
15-May,HPD,GENERAL
15-May,DOHMH,Rodent
15-May,DOT,Street Condition
15-May,HPD,SAFETY
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,UNSANITARY CONDITION
14-Sep,TLC,Taxi Complaint
15-May,HPD,GENERAL
15-May,HPD,PAINT/PLASTER
15-May,HPD,UNSANITARY CONDITION
15-May,DOT,Street Condition
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,DOB,Plumbing
15-May,HPD,FLOORING/STAIRS
15-May,HPD,UNSANITARY CONDITION
15-May,DOB,General Construction/Plumbing
14-Sep,DPR,Maintenance or Facility
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,PAINT/PLASTER
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,PAINT/PLASTER
15-May,DOB,Scaffold Safety
15-May,DOHMH,Rodent
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,WATER LEAK
15-May,HPD,ELECTRIC
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,PLUMBING
17-Dec,NYPD,Noise - Street/Sidewalk
15-May,HPD,PLUMBING
15-May,HPD,GENERAL
15-May,HPD,FLOORING/STAIRS
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PLUMBING
15-May,HPD,FLOORING/STAIRS
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,PLUMBING
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,DOB,General Construction/Plumbing
15-May,DOHMH,Rodent
15-May,HPD,DOOR/WINDOW
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,DOB,General Construction/Plumbing
15-May,HPD,GENERAL
15-May,HPD,PAINT/PLASTER
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,APPLIANCE
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,WATER LEAK
15-May,HPD,PAINT/PLASTER
15-May,HPD,APPLIANCE
15-May,HPD,PAINT/PLASTER
15-May,HPD,HEAT/HOT WATER
15-May,DOT,Street Condition
15-May,DOT,Street Condition
15-May,DOB,General Construction/Plumbing
15-May,DOT,Street Condition
15-May,HPD,GENERAL
15-May,HPD,HEAT/HOT WATER
15-May,HPD,HEAT/HOT WATER
15-May,HPD,HEAT/HOT WATER
15-May,HPD,HEAT/HOT WATER
15-May,HPD,FLOORING/STAIRS
15-May,HPD,PAINT/PLASTER
15-May,HPD,GENERAL
15-May,HPD,FLOORING/STAIRS
15-May,HPD,FLOORING/STAIRS
15-May,HPD,FLOORING/STAIRS
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,DOHMH,Rodent
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,WATER LEAK
15-May,HPD,ELECTRIC
15-May,HPD,PAINT/PLASTER
15-May,HPD,PLUMBING
15-May,DOHMH,Rodent
15-May,HPD,PLUMBING
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,DOOR/WINDOW
15-May,HPD,APPLIANCE
15-May,HPD,PLUMBING
15-May,HPD,UNSANITARY CONDITION
15-May,DOB,Elevator
15-May,HPD,FLOORING/STAIRS
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,DOB,Elevator
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,FLOORING/STAIRS
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,HPD,PLUMBING
15-May,DOHMH,Rodent
15-May,HPD,APPLIANCE
15-May,HPD,PLUMBING
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,FLOORING/STAIRS
15-May,HPD,ELECTRIC
15-May,HPD,GENERAL
15-May,HPD,SAFETY
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,HPD,PAINT/PLASTER
15-May,HPD,UNSANITARY CONDITION
15-May,DOHMH,Rodent
15-May,HPD,WATER LEAK
15-May,HPD,HEAT/HOT WATER
15-May,DOB,Elevator
15-May,HPD,PAINT/PLASTER
15-May,DOB,Elevator
15-May,DOHMH,Rodent
15-May,HPD,GENERAL
15-May,DOHMH,Rodent
15-May,HPD,SAFETY
15-May,HPD,SAFETY
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,APPLIANCE
15-May,HPD,HEAT/HOT WATER
15-May,HPD,PLUMBING
15-May,DOHMH,Rodent
15-May,HPD,GENERAL
15-Jul,DSNY,Graffiti
15-May,HPD,APPLIANCE
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,UNSANITARY CONDITION
15-May,HPD,SAFETY
15-May,HPD,PLUMBING
15-May,HPD,UNSANITARY CONDITION
15-May,DOB,Electrical
15-May,HPD,PAINT/PLASTER
15-May,DOHMH,Rodent
15-May,DOB,General Construction/Plumbing
15-May,HPD,ELECTRIC
14-Sep,DSNY,Dirty Conditions
15-May,HPD,GENERAL
15-May,HPD,GENERAL
15-May,DOB,Elevator
15-May,HPD,WATER LEAK
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,HPD,PLUMBING
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,HPD,PAINT/PLASTER
15-May,HPD,UNSANITARY CONDITION
15-Jun,HPD,SAFETY
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,DOB,Elevator
15-May,HPD,HEAT/HOT WATER
15-May,DOHMH,Rodent
15-May,HPD,DOOR/WINDOW
15-May,DOB,Elevator
15-May,HPD,PLUMBING
15-May,HPD,GENERAL
15-May,DOB,Elevator
15-May,DOB,Elevator
15-Jun,HPD,PAINT/PLASTER
15-Jun,DOHMH,Rodent
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,GENERAL
15-Jun,HPD,WATER LEAK
15-Jun,DOB,Elevator
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,ELECTRIC
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,DOB,Elevator
17-Mar,HPD,UNSANITARY CONDITION
17-Jun,NYPD,Noise - Residential
15-Jun,HPD,GENERAL
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,DOB,Elevator
15-Jun,HPD,GENERAL
15-Jun,DOHMH,Rodent
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,HEAT/HOT WATER
15-Jun,DOHMH,Rodent
15-Jun,HPD,ELECTRIC
15-Jun,DOB,Plumbing
15-Jun,DOHMH,Rodent
15-Jun,HPD,FLOORING/STAIRS
14-Sep,DSNY,Graffiti
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,OUTSIDE BUILDING
15-Jun,HPD,SAFETY
15-Jun,HPD,WATER LEAK
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,GENERAL
15-Jun,DOHMH,Unsanitary Pigeon Condition
15-Jun,HPD,SAFETY
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PLUMBING
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,GENERAL
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,GENERAL
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,PLUMBING
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,WATER LEAK
15-Jun,HPD,FLOORING/STAIRS
15-Jun,DOB,Plumbing
15-Jun,DOT,Street Condition
15-Jun,DOHMH,Rodent
17-Apr,NYPD,Noise - Residential
15-Jun,DOHMH,Rodent
16-Oct,DPR,Overgrown Tree/Branches
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PLUMBING
15-Jun,HPD,DOOR/WINDOW
15-Jun,DOHMH,Rodent
15-Jun,DOT,Street Condition
15-Jun,HPD,ELECTRIC
15-Jun,DOHMH,Rodent
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,ELECTRIC
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,DOOR/WINDOW
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,ELECTRIC
15-Jun,HPD,GENERAL
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,DOHMH,Rodent
15-Jun,HPD,WATER LEAK
15-Jun,HPD,PLUMBING
15-Jun,HPD,FLOORING/STAIRS
15-Jun,DOHMH,Rodent
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,SAFETY
15-Jun,HPD,SAFETY
15-Jun,HPD,GENERAL
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,ELECTRIC
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,GENERAL
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,WATER LEAK
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,WATER LEAK
13-Apr,DEP,Noise
15-Jun,HPD,PLUMBING
15-Jun,HPD,WATER LEAK
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PLUMBING
15-Jun,DOB,Elevator
15-Jun,HPD,PLUMBING
15-Jun,DOHMH,Rodent
14-Sep,NYPD,Noise - Vehicle
15-Jun,HPD,HEAT/HOT WATER
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,PAINT/PLASTER
15-Jun,DOT,Street Condition
14-Sep,NYPD,Noise - Street/Sidewalk
15-Jun,HPD,WATER LEAK
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,PLUMBING
15-Jun,DOB,Plumbing
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,WATER LEAK
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,GENERAL
15-Jun,HPD,WATER LEAK
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,WATER LEAK
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,WATER LEAK
17-Dec,DOF,DOF Property - Reduction Issue
15-Jun,DOHMH,Rodent
15-Jun,DOHMH,Rodent
15-Jun,DOB,Elevator
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,WATER LEAK
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,PAINT/PLASTER
15-Jun,DOHMH,Rodent
15-Jun,HPD,DOOR/WINDOW
15-Jun,DOB,Elevator
15-Jun,DOHMH,Rodent
15-Jun,DOHMH,Rodent
15-Jun,HPD,WATER LEAK
17-Dec,NYPD,Noise - Commercial
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,WATER LEAK
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,SAFETY
15-Jun,HPD,PLUMBING
15-Jun,DOHMH,Rodent
15-Jun,DOT,Street Condition
15-Jun,HPD,WATER LEAK
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,DOOR/WINDOW
15-Jun,DOB,Plumbing
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,PLUMBING
15-Jun,HPD,FLOORING/STAIRS
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PLUMBING
15-Jun,HPD,DOOR/WINDOW
15-Jun,HPD,WATER LEAK
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,FLOORING/STAIRS
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,UNSANITARY CONDITION
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,PLUMBING
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,GENERAL
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,WATER LEAK
15-Jun,HPD,WATER LEAK
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,PLUMBING
15-Jun,HPD,PAINT/PLASTER
15-Jun,HPD,GENERAL
15-Jun,DOB,General Construction/Plumbing
15-Jun,HPD,HEAT/HOT WATER
15-Jun,HPD,HEAT/HOT WATER
