CreatedDate,Agency,ComplaintType
15-Feb,HPD,DOOR/WINDOW
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PLUMBING
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,GENERAL
15-Feb,HPD,FLOORING/STAIRS
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,WATER LEAK
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,DOOR/WINDOW
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,PLUMBING
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,ELECTRIC
15-Feb,HPD,ELECTRIC
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PLUMBING
15-Feb,HPD,PLUMBING
15-Feb,HPD,WATER LEAK
15-Feb,DOT,Street Condition
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,ELECTRIC
15-Feb,HPD,FLOORING/STAIRS
15-Feb,HPD,PLUMBING
15-Feb,HPD,APPLIANCE
15-Feb,HPD,PLUMBING
15-Feb,HPD,APPLIANCE
15-Feb,HPD,HEAT/HOT WATER
15-Feb,DOB,Elevator
15-Feb,NYPD,Noise - Commercial
15-Mar,NYPD,Noise - Residential
15-Feb,NYPD,Urinating in Public
15-Feb,DOHMH,Food Poisoning
15-Feb,DOT,Street Condition
15-Mar,NYPD,Noise - Vehicle
15-Mar,NYPD,Noise - Residential
15-Mar,NYPD,Animal Abuse
15-Feb,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Feb,DOT,Street Condition
15-Mar,NYPD,Noise - Residential
15-Mar,NYPD,Animal Abuse
15-Mar,DOT,Street Condition
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,PLUMBING
15-Mar,HPD,PLUMBING
15-Mar,HPD,WATER LEAK
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,FLOORING/STAIRS
15-Mar,DOB,Electrical
15-Mar,HPD,HEAT/HOT WATER
14-Sep,DFTA,Housing - Low Income Senior
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,DOB,Plumbing
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,DOOR/WINDOW
15-Feb,HPD,ELECTRIC
15-Feb,HPD,ELECTRIC
15-Feb,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,ELECTRIC
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,PLUMBING
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Feb,HPD,UNSANITARY CONDITION
15-Mar,HPD,ELECTRIC
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,PLUMBING
15-Feb,HPD,PLUMBING
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,DOB,Elevator
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,GENERAL
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,WATER LEAK
15-Feb,HPD,GENERAL
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,PLUMBING
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,DOT,Street Condition
15-Feb,HPD,WATER LEAK
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,GENERAL
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,PAINT/PLASTER
15-Feb,HPD,WATER LEAK
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,UNSANITARY CONDITION
15-Feb,HPD,WATER LEAK
15-Feb,HPD,GENERAL
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,ELECTRIC
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,APPLIANCE
15-Feb,DOB,Building/Use
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,PLUMBING
15-Feb,DOB,Elevator
15-Feb,HPD,PLUMBING
15-Feb,HPD,DOOR/WINDOW
15-Feb,DOT,Street Condition
15-Feb,HPD,PLUMBING
15-Feb,DOT,Street Condition
15-Mar,HPD,PLUMBING
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,PLUMBING
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,DOHMH,Rodent
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOB,Elevator
15-Mar,DOB,Elevator
15-Mar,HPD,GENERAL
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,PLUMBING
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,DOB,Elevator
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOHMH,Rodent
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,Elevator
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,ELECTRIC
15-Mar,HPD,GENERAL
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,GENERAL
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PLUMBING
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Feb,HPD,GENERAL
15-Feb,HPD,GENERAL
15-Feb,HPD,GENERAL
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,GENERAL
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,GENERAL
15-Feb,HPD,GENERAL
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,SAFETY
15-Feb,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
14-Sep,DFTA,Housing - Low Income Senior
14-Sep,DEP,Noise
15-Mar,HPD,ELECTRIC
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,ELECTRIC
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,DOB,Building/Use
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOB,Electrical
15-Mar,HPD,PLUMBING
15-Mar,HPD,PLUMBING
15-Mar,HPD,DOOR/WINDOW
15-Mar,DOT,Street Condition
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,WATER LEAK
15-Mar,HPD,GENERAL
15-Mar,HPD,PLUMBING
15-Mar,HPD,PLUMBING
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,WATER LEAK
15-Mar,HPD,WATER LEAK
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Feb,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,GENERAL
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,ELECTRIC
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,HPD,ELECTRIC
15-Mar,HPD,ELECTRIC
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,PAINT/PLASTER
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOT,Street Condition
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,GENERAL
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,ELECTRIC
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOT,Street Condition
15-Mar,HPD,ELECTRIC
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,DOHMH,Rodent
15-Mar,HPD,DOOR/WINDOW
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Aug,DOF,DOF Parking - Tax Exemption
15-Mar,DOT,Street Condition
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,HPD,GENERAL
15-Mar,HPD,PLUMBING
15-Mar,HPD,GENERAL
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,PLUMBING
15-Mar,HPD,WATER LEAK
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,GENERAL
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,PAINT/PLASTER
15-Mar,DOT,Street Light Condition
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,ELECTRIC
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,ELECTRIC
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,HPD,PLUMBING
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,APPLIANCE
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,WATER LEAK
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PAINT/PLASTER
15-Mar,DOB,General Construction/Plumbing
15-Mar,DOT,Street Condition
15-Mar,HPD,DOOR/WINDOW
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOHMH,Rodent
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
14-Sep,DFTA,Housing - Low Income Senior
15-Mar,HPD,HEAT/HOT WATER
14-Sep,DSNY,Dirty Conditions
15-Mar,DOHMH,Rodent
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,DOT,Street Condition
15-Mar,HPD,WATER LEAK
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
14-Sep,DSNY,Litter Basket / Request
15-Mar,DOHMH,Rodent
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOT,Street Condition
15-Mar,DOB,Boilers
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PLUMBING
15-Mar,DOHMH,Rodent
15-Mar,HPD,PLUMBING
15-Mar,DOT,Street Condition
15-Mar,HPD,PLUMBING
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,PLUMBING
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,General Construction/Plumbing
15-Mar,DOB,Elevator
15-Mar,DOB,Elevator
15-Mar,DOT,Street Condition
15-Mar,HPD,PLUMBING
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,GENERAL
15-Mar,DOHMH,Rodent
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,PAINT/PLASTER
15-Mar,DOT,Street Condition
15-Mar,HPD,HEAT/HOT WATER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,DOOR/WINDOW
15-Apr,DOB,Plumbing
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,PLUMBING
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,GENERAL
15-Apr,DOB,Elevator
15-Apr,HPD,APPLIANCE
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,PLUMBING
15-Apr,HPD,SAFETY
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,SAFETY
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOHMH,Rodent
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOT,Street Condition
15-Apr,HPD,ELECTRIC
15-Apr,HPD,ELECTRIC
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,PLUMBING
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PLUMBING
19-Feb,NYPD,Noise - Residential
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PLUMBING
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOT,Street Condition
15-Apr,HPD,APPLIANCE
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,DOB,General Construction/Plumbing
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,APPLIANCE
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,WATER LEAK
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,ELECTRIC
15-Apr,HPD,GENERAL
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,GENERAL
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,WATER LEAK
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,WATER LEAK
15-Apr,HPD,PLUMBING
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,DOB,Elevator
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOB,Elevator
15-Mar,DOT,Street Condition
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,GENERAL
15-Mar,DOB,Elevator
15-Mar,DOB,Plumbing
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,Plumbing
15-Mar,DOB,Plumbing
15-Mar,DOB,Plumbing
15-Mar,HPD,PLUMBING
15-Mar,HPD,FLOORING/STAIRS
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,WATER LEAK
15-Mar,DOHMH,Rodent
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,SAFETY
15-Mar,DOT,Street Condition
15-Mar,HPD,HEAT/HOT WATER
15-Mar,DOB,Elevator
15-Mar,HPD,PAINT/PLASTER
15-Mar,HPD,WATER LEAK
15-Mar,HPD,PLUMBING
15-Mar,HPD,APPLIANCE
15-Mar,HPD,WATER LEAK
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,ELECTRIC
15-Mar,DOB,Elevator
15-Mar,DOT,Street Condition
15-Mar,HPD,GENERAL
15-Mar,HPD,HEAT/HOT WATER
15-Mar,HPD,UNSANITARY CONDITION
15-Mar,DOB,Elevator
18-Dec,NYPD,Blocked Driveway
15-Mar,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,ELECTRIC
15-Mar,DOB,Plumbing
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PLUMBING
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,WATER LEAK
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,PLUMBING
15-Apr,HPD,PLUMBING
15-Apr,DOB,General Construction/Plumbing
15-Apr,HPD,PLUMBING
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,ELECTRIC
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PLUMBING
15-Apr,HPD,ELECTRIC
15-Apr,DOB,General Construction/Plumbing
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOHMH,Rodent
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,ELECTRIC
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,GENERAL
15-Apr,DOT,Street Condition
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,ELECTRIC
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOT,Street Condition
15-Apr,DOHMH,Rodent
15-Apr,DOT,Street Condition
15-Apr,HPD,APPLIANCE
15-Apr,HPD,HEAT/HOT WATER
15-Apr,DOB,General Construction/Plumbing
15-Apr,DOT,Street Condition
15-Apr,DOHMH,Rodent
15-Apr,HPD,ELECTRIC
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,FLOORING/STAIRS
15-Apr,DOT,Street Condition
15-Apr,DOB,Boilers
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,WATER LEAK
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,FLOORING/STAIRS
15-Apr,HPD,GENERAL
15-Apr,HPD,HEAT/HOT WATER
15-Apr,HPD,ELECTRIC
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,PAINT/PLASTER
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,DOB,Elevator
14-Sep,DCA,Consumer Complaint
15-Apr,DOHMH,Rodent
15-Apr,DOHMH,Rodent
15-Apr,DOHMH,Rodent
15-Apr,DOHMH,Rodent
15-Apr,DOB,Plumbing
15-Apr,DOB,Elevator
15-Apr,DOHMH,Rodent
15-Apr,DOHMH,Rodent
15-Apr,DOB,Elevator
15-Apr,HPD,UNSANITARY CONDITION
15-Apr,HPD,APPLIANCE
15-Apr,HPD,DOOR/WINDOW
15-Apr,HPD,HEAT/HOT WATER
